pmid,split,num_tokens,participants_spans,interventions_spans,outcomes_spans,text_preview
15713151,train,320,open myomectomy | Two University teaching hospitals . | Twenty-eight patients with symptomatic fibroids and uterine sizes ranging from 14 to 24 weeks of gestation undergoing open myomectomy .,open myomectomy | triple tourniquets : | triple tourniquets | myomectomy . | number 1 polyglactin suture was tied around the cervix to occlude the uterine arteries | polythene tourniquets were tied around the infundibulopelvic ligament to obstruct the ovarian vessels . | Triple tourniquets,"blood loss | Intra-operative blood loss , post-operative blood loss , blood transfusion rates , operative morbidity , uterine blood flow and ovarian function . | less blood lost | volume in the pelvic drain | no differences | uterine artery Doppler resistance indices | serum FSH concentrations | bleeding and transfusion rates . | uterine perfusion or ovarian function .",Reducing blood loss at open myomectomy using triple tourniquets: a randomised controlled trial. OBJECTIVES To evaluate triple tourniquets in controlle
22610128,train,308,children with cerebral palsy : | children with cerebral palsy . | Children between 4 and 18 years old with cerebral palsy . | Thirty-eight children participated . | cerebral palsy children,hippotherapy simulator | hippotherapy ( when applied by a simulator ) | intervention ( simulator ON ) or control ( simulator OFF ),Gross Motor Function Measure ( dimension B for balance and the Total Score ) and Sitting Assessment Scale | Sitting balance | effect size | improvements in sitting balance | total score of the Gross Motor Function Measure and the Sitting Assessment Scale | sitting balance,Study of the therapeutic effects of a hippotherapy simulator in children with cerebral palsy: a stratified single-blind randomized controlled trial. O
24928832,train,422,"metastatic or recurrent squamous cell carcinoma of the head and neck . | recurrent or metastatic ( R/M ) head and neck squamous cell carcinoma ( HNSCC ) patients , whose disease has progressed after platinum-containing therapy . | 43 centers ; 124 patients | A total of 121 patients were treated ( 61 afatinib , 60 cetuximab ) and 68 crossed over to stage II ( 32 and 36 respectively ) . | in R/M HNSCC","randomized ( 1 : 1 ) to either afatinib ( 50 mg/day ) or cetuximab ( 250 mg/m ( 2 ) /week ) until disease progression or intolerable adverse events ( AEs ) ( stage I ) , with optional crossover ( stage II ) .","antitumor activity | tumor shrinkage before crossover assessed by investigator ( IR ) and independent central review ( ICR ) . | mean tumor shrinkage by IR/ICR | Objective response rate | Comparable disease control rates | ≥3 drug-related AEs | were rash/acne | 8.3 % ) , diarrhea | and stomatitis/mucositis | with DRAEs leading to treatment discontinuation | II , disease control rate ( IR/ICR ) | showed antitumor activity | sustained clinical benefit","A randomized, phase II study of afatinib versus cetuximab in metastatic or recurrent squamous cell carcinoma of the head and neck. BACKGROUND Afatinib"
2128415,train,272,obese men . | 22 obese men and 10 normal controls | seven male patients with subclinical hypothyroidism | obese subjects after substantial weight loss . | control and obese men . | obese men | hypothyroid men | obese subjects .,tested with TRH ( 200 micrograms IV bolus ) in the presence ( experimental test ) and absence ( control test ) of the serotonergic agonist fenfluramine ( 60 mg PO 90 min before TRH ) .,TSH and PRL secretion | TSH and the stimulatory control of prolactin ( PRL ) secretion | Basal TSH levels | Normal TSH responses to TRH | TRH-induced TSH rise | basal and TRH-stimulated TSH levels . Basal PRL concentrations,Serotonergic control of TSH and PRL secretion in obese men. To evaluate whether the inhibitory control of TSH and the stimulatory control of prolactin
24201696,train,333,"functionally impaired older adults | older people . | Community-dwelling people aged ≥ 65 years with functional impairment | RESULTS A total of 170 participants ( n = 86 perindopril , n = 84 placebo ) | randomized . Mean age was 75.7 ( standard deviation SD 6.8 ) years . Baseline | people .",received progressive exercise training | either 4 mg perindopril or matching placebo | 86 perindopril,"exercise training | Loss of muscle mass and strength | falls , disability , and morbidity | physical function | physical function | was between-group change in 6-minute walk distance | included changes in Short Physical Performance Battery , handgrip and quadriceps strength , self-reported quality of life using the EQ-5D , and functional impairment measured using the Functional Limitations Profile | walk distance was 306 | distance ( by | physical function in functionally impaired older",Do ACE inhibitors improve the response to exercise training in functionally impaired older adults? A randomized controlled trial. BACKGROUND Loss of m
25022248,train,199,autism spectrum disorders . Individuals with autism spectrum disorders ( ASD ) | children with ASD and typically-developing ( TD ) controls . Thirty-one children with ASD and 31 age and IQ matched TD children ( average age = 12 years ),sound-induced flash illusion | with simple visual ( i.e. | flash ) and auditory ( i.e. | beep ) stimuli of varying number,"multisensory integration | multisensory integration | the perception of multiple flashes , implying a perceptual fusion across vision and audition | to perceive the illusion | that multisensory integration and cross-modal binding | for multisensory integration",Evidence for diminished multisensory integration in autism spectrum disorders. Individuals with autism spectrum disorders (ASD) exhibit alterations in
10470636,train,353,"transurethral procedures . | elderly males undergoing elective transurethral resection of the prostate . | Teaching hospital . | 21 ASA physical status I , II , and III patients at least 18 years of age , undergoing transurethral surgery .",spinal versus general anesthesia | spinal versus general anesthesia | elective transurethral resection of the prostate . | transurethral surgery . | hyperbaric tetracaine | General Anesthesia ( GA ) | fentanyl intravenous | anesthesia . | nitrous oxide ( N2O ) in oxygen . | spinal and general anesthesia | spinal anesthesia,bladder compliance and intraabdominal pressure | bladder compliance and intraabdominal pressure | Intraabdominal pressure and bladder compliance | intraabdominal pressure | mean intraabdominal pressure | bladder compliance | significant decrease in intraabdominal pressure . | increase in bladder compliance,Effect of spinal versus general anesthesia on bladder compliance and intraabdominal pressure during transurethral procedures. STUDY OBJECTIVE To evalu
7977921,train,226,"older adults : | older adults | From a random sample of health maintenance organization ( HMO ) enrollees 65 years and older , 1559 ambulatory seniors | ambulatory HMO enrollees",a nurse assessment visit and follow-up interventions targeting risk factors for disability and falls | a general health promotion nurse visit | usual care,disability and falls in older adults : | disability and falls in older adults | incidence of declining functional status | incidence of falls | short-term health benefits | benefits diminished,Preventing disability and falls in older adults: a population-based randomized trial. OBJECTIVES Because preventing disability and falls in older adul
17046466,train,335,"childhood lymphoblastic leukaemia : | childhood lymphoblastic leukaemia | childhood lymphoblastic leukaemia . | Consecutive children with lymphoblastic leukaemia diagnosed in the UK and Ireland between April , 1997 , and June , 2002",6-thioguanine versus 6-mercaptopurine | 6-thioguanine ( 750 | 6-thioguanine causes excess,Toxicity and efficacy | efficacy and toxicity | event-free and overall survival | event-free or overall survival | CNS relapse | death in remission | of the liver . Of these | hypertension due to | . 6-mercaptopurine should,Toxicity and efficacy of 6-thioguanine versus 6-mercaptopurine in childhood lymphoblastic leukaemia: a randomised trial. BACKGROUND 6-mercaptopurine h
22219012,train,351,"90 medical students without previous experience in laparoscopic techniques were randomly assigned to undergo one of three procedures : CLS , SPLS using two pre-bent instruments ( SPLS-pp ) , or SPLS using one pre-bent and one straight laparoscopic instrument ( SPLS-ps ) .",Pre-bent instruments | single-port laparoscopic surgery versus conventional laparoscopic surgery : | single-incision laparoscopic surgery ( SILS ) | conventional laparoscopic surgery ( CLS ) | single-port laparoscopic surgery,task performances | performance times or number of completed tasks within a given time frame . | unsuccessful attempts and unwanted interactions of instruments . | subjective questionnaires | rated difficulties with two-dimensional vision and coordination of instruments . | Task performances | instrument interaction | major problem,Pre-bent instruments used in single-port laparoscopic surgery versus conventional laparoscopic surgery: comparative study of performance in a dry lab.
7862876,train,116,11 healthy male subjects,"sumatriptan . | sumatriptan ( 6 mg subcutaneously ) | placebo , sumatriptan",Neuroendocrine effects | plasma prolactin | plasma growth hormone . | plasma cortisol concentrations .,"Neuroendocrine effects of sumatriptan. The neuroendocrine effects of the 5-HT receptor agonist, sumatriptan (6 mg subcutaneously), were studied in 11 "
